RepDiplomatique,Pays,Localite,LieuDeVote,NumeroBureau,Electeurs
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,SAN BENEDETTO DEL TRONTO,01,169
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,SANTA CROCE SULL'ARNO,01,295
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,SASSARI,01,519
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,SEREGNO,01,175
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,SIENA,01,345
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,TORINO VILLE,01,549
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,TORINO VILLE,02,551
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,TORINO VILLE,03,218
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,TRENTO,01,235
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,TREVISO,01,558
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,TREVISO,02,564
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,TREVISO,03,192
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,TRIESTE,01,385
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,UDINE,01,206
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,VENEZIA MESTRE,01,527
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,VERONA,01,410
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,VERONA,02,409
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,VICENZA,01,395
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,VICENZA,02,396
ITALIE,ITALIE,SAN BENEDETTO DEL TRONTO,VITERBO,01,21